ID,TurnaroundTime,WaitingTime,ResponseTime
0,251,2,91
3,320,100,219
1,635,245,324
2,1324,624,922
4,1712,1292,1371
5,1691,1481,1491
6,1656,1536,1656
7,1745,1555,1635
8,1939,1699,1819
9,1961,1901,1930
10,1840,1730,1760
12,1867,1817,1867
11,2411,1771,2070
13,2561,2401,2481
14,2538,2438,2538
15,2424,2414,2424
16,2597,2327,2356
17,3811,2331,2829
18,3970,3800,3900
19,4271,3911,4211
TotalTime,6337
Throughput,"0,0031560675"
AvgTurnaroundTime,"2076,20"
AvgWaitTime,"1768,75"
AvgResponseTime,"1894,70"
