ID,TurnaroundTime,WaitingTime,ResponseTime
0,222,1,201
1,1455,155,654
2,1559,1359,1559
5,1486,1306,1335
3,1691,1471,1571
4,2232,1652,2152
6,2242,2112,2122
8,2729,2339,2118
7,2849,2429,2719
10,3423,2723,3023
9,3427,3347,3427
12,3580,3370,3379
11,4153,3543,3842
14,4064,3984,4064
13,5042,3952,4451
15,5813,4913,5212
16,6051,5751,6051
17,6696,6046,6545
19,7278,6478,6577
18,7490,7260,7379
TotalTime,9454
Throughput,"0,0021155067"
AvgTurnaroundTime,"3674,10"
AvgWaitTime,"3209,55"
AvgResponseTime,"3419,05"
