ID,TurnaroundTime,WaitingTime,ResponseTime
1,683,2,81
2,1393,633,662
0,1714,1394,1513
3,1554,1544,1554
4,2443,1423,1432
5,2571,2441,2470
6,2715,2455,2504
9,2726,2426,2726
8,3311,2721,2811
7,3901,3311,3401
11,4468,3677,3755
10,5060,4429,4528
12,5180,4939,5039
13,5146,5096,5146
14,5508,5037,5046
15,5623,5373,5572
16,6623,5613,6113
17,6989,6469,6669
18,7813,6912,7411
19,7622,7572,7622
TotalTime,9775
Throughput,"0,0020460358"
AvgTurnaroundTime,"4152,15"
AvgWaitTime,"3673,35"
AvgResponseTime,"3802,75"
