ID,TurnaroundTime,WaitingTime,ResponseTime
0,402,3,91
1,469,379,469
3,676,626,676
2,949,749,286
7,510,500,510
11,1324,1314,1324
9,1568,1308,1397
12,1625,1515,1525
13,1867,1587,1706
16,1914,1904,1914
18,2433,2323,2352
5,4731,4471,4731
14,3908,3728,1841
6,5661,5361,865
10,5551,5491,5551
19,5223,4903,5223
4,6925,6745,393
8,6634,6514,1206
15,5867,5597,5867
17,5792,5762,2442
TotalTime,7649
Throughput,"0,0026147209"
AvgTurnaroundTime,"3201,45"
AvgWaitTime,"3039,00"
AvgResponseTime,"2018,45"
