ID,TurnaroundTime,WaitingTime,ResponseTime
2,124,1,121
0,199,129,199
3,37,7,37
4,128,28,37
13,150,40,150
14,123,93,103
8,1187,967,202
19,52,42,52
15,602,312,201
20,309,79,309
24,110,100,110
28,131,31,131
30,575,314,172
40,477,306,94
33,1200,960,65
39,1817,1476,1615
36,2511,2221,153
34,2823,2703,2823
49,1416,1176,1296
32,3462,3122,130
12,5718,5488,5718
21,5820,5560,92
47,3201,2901,3201
45,3869,3649,1484
42,4347,3846,1260
31,5566,5366,5566
1,9052,8571,9041
5,8789,8469,8789
16,8028,7828,8028
27,6995,6675,4631
26,7339,6789,7339
41,5986,5525,43
46,5671,5251,100
6,10672,9962,32
18,9745,9435,9745
17,10077,9727,52
22,10013,9593,522
11,11746,11446,11746
23,10658,10037,145
7,12869,12309,290
38,10084,9293,256
43,9971,9511,45
10,13403,12883,6957
9,15082,13581,180
48,12675,12165,12675
44,14089,13059,82
29,16057,14396,123
25,17018,16218,17018
35,16476,15255,16475
37,16857,15977,3205
TotalTime,20696
Throughput,"0,0024159258"
AvgTurnaroundTime,"6306,12"
AvgWaitTime,"5897,44"
AvgResponseTime,"2856,80"
