ID,TurnaroundTime,WaitingTime,ResponseTime
1,152,1,10
5,259,179,259
8,136,35,135
10,200,70,200
12,225,25,125
14,198,98,198
16,288,148,288
20,49,19,49
11,1303,1203,1303
18,510,360,510
3,2560,2260,2560
28,245,135,115
31,155,15,155
35,744,434,402
43,159,49,68
42,686,486,34
45,898,698,898
48,857,667,857
38,2156,2056,2156
41,3218,2878,1815
44,2927,2487,2927
49,2812,2362,116
26,5359,5039,3676
25,5748,5278,4466
39,5256,4866,55
15,7915,7515,6914
13,9348,8738,9348
6,11560,11209,11559
46,8205,7905,8205
19,11059,10669,177
17,11783,11013,118
9,13049,12629,5721
36,11192,10342,6288
2,14842,14142,149
30,12385,11685,11484
21,13785,13175,111
24,14367,13577,6660
7,16245,15545,15344
32,14614,13894,222
47,13504,12594,28
0,18627,17816,10
40,15683,15023,1849
27,17527,16577,17527
23,18314,17484,18314
29,18282,17662,18282
22,19469,18469,11964
33,18847,17967,154
4,22372,21072,10564
37,19682,18592,280
34,20285,19155,20285
TotalTime,23916
Throughput,"0,0020906506"
AvgTurnaroundTime,"8200,82"
AvgWaitTime,"7725,94"
AvgResponseTime,"4098,68"
