0,59,1,11
4,89,79,89
3,423,223,423
5,204,174,204
9,99,89,99
11,590,489,589
19,52,11,21
20,168,28,168
22,126,76,126
26,295,205,295
25,610,469,116
35,25,15,25
38,132,82,132
44,54,34,44
42,341,151,60
45,94,4,14
24,2720,2619,2719
39,1722,1362,126
21,3623,3402,920
10,4730,4559,4729
6,5656,5345,5655
29,3282,3001,110
30,3445,3165,2483
32,3479,3349,3479
31,3690,3310,68
41,3266,2766,730
16,5722,5481,10
28,4954,4733,4953
13,6546,6245,22
18,6356,5746,387
36,4958,4498,4958
43,4378,4078,4378
40,5146,4846,5146
1,9691,9140,120
8,9597,9146,500
7,10195,9494,296
46,6582,6082,6582
27,9043,7893,85
17,11587,10937,11587
34,10355,9525,89
49,9375,8745,86
23,12598,11928,246
14,13990,12959,51
37,12124,11554,59
12,15134,14464,387
48,11982,11482,11982
15,15626,14855,952
47,13148,12448,206
2,18177,17407,18177
33,15395,14105,15395
TotalTime:18913
Throughput:0,0026436842
AvgTurnaroundTime:5632,66
AvgWaitTime:5255,98
AvgResponseTime:2201,78
