0,309,1,301
4,316,206,155
6,108,58,68
16,366,166,64
20,95,35,95
22,251,160,250
18,546,436,54
26,168,68,168
25,202,62,92
24,437,287,437
38,57,27,57
42,142,62,142
44,26,16,26
43,136,76,105
32,1489,1159,102
49,242,122,242
27,2509,2409,2509
29,2558,2328,2558
37,2109,1819,81
48,1043,843,1043
1,5778,5457,279
13,5541,5421,5541
47,2310,2130,265
46,2454,2124,159
8,6430,6199,41
11,6468,6127,50
23,5501,5301,5501
7,7662,7251,60
39,4619,4319,137
34,5351,4631,911
45,4857,4447,4857
3,9469,8938,7667
10,8864,8534,8864
35,6788,6318,6788
33,7239,6789,2031
17,9218,8797,9217
19,10180,9420,105
12,11146,10635,76
28,9985,9295,74
31,10317,9707,87
9,12985,11924,152
36,10879,10229,101
15,13785,12684,13784
14,14408,13728,89
30,13494,12974,22
40,12779,12259,52
2,17255,16594,244
41,13935,13075,57
21,16322,15742,166
5,18275,17214,18274
TotalTime:19069
Throughput:0,0026220567
AvgTurnaroundTime:5948,06
AvgWaitTime:5572,06
AvgResponseTime:1884,00
