ID,TurnaroundTime,WaitingTime,ResponseTime
2,35,25,35
0,463,133,121
5,120,100,110
7,265,165,265
14,302,172,71
25,152,32,42
24,361,181,69
26,46,36,46
11,2022,1791,2021
33,479,209,218
30,628,458,196
12,2710,2580,56
47,195,115,195
48,492,342,81
39,1625,1445,79
37,2585,2465,2585
23,4939,4739,4939
27,4624,4174,4223
36,4041,3631,4041
18,6766,6476,6766
44,4536,4056,109
8,8445,8095,8445
45,4796,4596,4796
43,5313,4943,44
28,7630,7280,7630
15,9526,8876,252
3,11479,11078,85
41,8264,7734,1556
40,8571,7691,99
16,11888,11448,84
21,11896,11346,937
10,13294,12744,7389
17,12903,12253,9901
32,12523,11683,12523
38,12674,12084,209
1,17009,15989,11095
49,12585,11425,8282
13,16951,16270,169
19,16621,15741,346
34,15591,14571,354
35,16066,15556,57
20,18058,16758,14056
46,15858,14988,15858
6,20484,19964,88
29,18577,17847,2906
9,21292,20502,147
22,20526,19926,149
31,20035,19505,20035
42,19501,18471,3992
4,23720,22790,291
TotalTime,24257
Throughput,"0,0020612607"
AvgTurnaroundTime,"8989,24"
AvgWaitTime,"8509,58"
AvgResponseTime,"3160,86"
