0,303,2,202
7,62,22,62
11,270,170,90
5,1170,970,1170
16,209,149,209
17,76,26,76
12,530,400,530
21,240,160,240
18,924,654,120
30,96,46,96
27,539,449,539
32,365,275,365
24,1282,1182,1282
36,117,37,47
37,157,57,16
43,44,34,44
40,851,741,48
46,1109,809,125
33,2633,2433,33
26,3346,3026,223
35,2629,2179,2629
48,1436,1196,93
22,4611,4311,435
10,6012,5722,168
20,5590,5330,72
13,6545,6285,11
47,3497,3247,3497
28,5636,5326,100
44,4311,3841,4311
41,5778,5188,5778
2,10071,9761,10071
39,7642,7012,7042
25,9383,8693,7581
45,7610,6820,4908
4,12043,11603,181
6,12230,11730,109
49,8442,7852,8442
19,11937,11267,133
29,11364,10724,175
34,11468,10908,111
38,11895,11005,1786
8,15651,14450,14650
1,16842,15841,305
3,16932,16421,16931
31,14789,14289,14789
23,16588,15978,16588
9,18447,17467,18447
14,18347,17277,16846
42,16164,15254,16164
15,19234,17924,35
TotalTime:20967
Throughput:0,0023846998
AvgTurnaroundTime:6548,94
AvgWaitTime:6130,86
AvgResponseTime:3558,10
