ID,TurnaroundTime,WaitingTime,ResponseTime
4,409,239,148
12,58,17,57
7,546,376,546
11,1501,1290,1500
27,76,35,44
25,70,60,70
26,33,23,33
22,556,405,555
30,220,119,49
31,138,88,138
32,136,86,136
38,107,16,106
42,363,43,42
46,33,3,12
37,823,703,823
45,268,138,57
48,230,90,230
49,93,13,43
28,2347,2246,2346
29,2423,2012,141
36,1930,1679,1809
16,4196,3936,4196
13,4483,4363,4483
17,4356,4226,87
18,4573,4363,4573
21,4419,4209,151
10,5691,5231,5691
41,3723,3382,41
15,6346,5886,6346
24,6164,5803,6163
3,8511,7981,149
9,8486,8005,1968
47,5270,4950,5270
35,7351,6620,156
20,9098,8798,9098
1,12154,11306,90
34,9211,8110,3606
8,12347,11707,690
6,13139,12499,36
2,14022,13132,14022
0,14576,14076,14576
5,14846,13506,51
14,14397,13446,4950
44,11706,11196,23
19,14744,13753,8640
40,13290,12669,43
23,15429,14868,64
39,14322,13572,3615
33,15417,14747,15417
43,15358,14328,73
TotalTime,19850
Throughput,"0,0025188917"
AvgTurnaroundTime,"5999,70"
AvgWaitTime,"5606,98"
AvgResponseTime,"2463,06"
