1,130,1,121
2,266,96,105
0,372,252,282
3,530,220,319
4,613,483,492
6,500,320,329
7,904,794,593
5,1015,605,894
8,822,802,812
10,940,690,699
9,931,841,931
11,1271,881,970
13,1672,1172,1672
12,1948,1618,1648
14,2887,1807,2306
16,3329,2679,2729
15,4090,3280,3289
17,4605,3955,4455
19,4709,4589,4679
18,4841,4671,4680
20,5155,4755,4764
21,6007,4987,5486
22,6155,5975,6065
25,6321,5871,5921
24,7126,6306,6425
23,7198,7108,7118
26,7924,6904,7003
28,7996,7916,7996
27,8494,7994,8494
30,8496,8196,8496
29,8705,8485,8494
32,8920,8620,8649
31,9282,8902,9201
33,9837,9137,9336
34,10574,9774,9893
35,11383,10543,10632
37,11605,11185,11274
36,12097,11547,11597
38,11983,11953,11983
39,12238,11748,12047
40,12842,12222,12342
41,12936,12816,12936
42,13604,12894,13094
43,14504,13464,13763
44,15058,14438,14557
45,15035,14985,15035
46,15613,14903,15402
47,16060,15560,15860
49,16367,15857,15866
48,16343,16243,16343
50,16384,16224,16304
51,16511,16361,16481
52,16589,16359,16368
53,17316,16506,16516
54,17487,17207,17307
56,18005,17355,17855
55,18305,18005,18204
57,18304,18124,18224
58,19797,18187,18266
59,19937,19797,19826
60,19903,19653,19732
61,20189,19859,19888
63,20511,20161,20190
62,20850,20480,20529
65,20724,20594,20714
64,20747,20657,20747
66,20915,20575,20674
67,21399,20899,21199
68,22057,21377,21476
69,22400,21900,22400
70,23261,22291,22791
71,23243,23163,23243
72,23576,23136,23185
75,23560,23420,23430
73,24879,23549,24048
76,25123,24803,25003
74,25497,25077,25276
77,26295,25305,25504
78,26566,26216,26335
80,26656,26506,26625
79,26816,26636,26685
81,26937,26677,26726
82,27064,26884,26964
83,27235,26895,26925
84,27199,27089,27098
86,27773,27053,27173
85,27795,27745,27795
89,28742,27572,27871
87,29020,28690,28890
88,29259,28949,29249
90,29515,29125,29325
91,29581,29371,29471
92,29977,29467,29477
94,30147,29927,30047
93,30240,30070,30119
95,30185,30125,30175
96,30386,30116,30195
97,30524,30174,30274
99,30871,30521,30551
98,31424,30834,30923
TotalTime:41445
Throughput:0,0024128363
