ID,TurnaroundTime,WaitingTime,ResponseTime
0,309,1,301
2,427,337,427
5,134,104,134
15,67,17,67
18,286,196,95
17,699,499,36
10,1432,1222,96
12,1352,1232,1352
13,1786,1416,180
7,2673,2233,265
19,1856,1376,122
1,5087,4587,5087
4,5501,4521,5501
6,5385,4585,5385
8,5508,4398,216
9,6007,5357,6007
3,6936,6436,6936
11,7163,6553,172
16,7352,6642,7352
14,7956,6856,205
TotalTime,9530
Throughput,"0,0020986359"
AvgTurnaroundTime,"3395,80"
AvgWaitTime,"2928,40"
AvgResponseTime,"1996,80"
