ID,TurnaroundTime,WaitingTime,ResponseTime
6,123,43,123
10,267,67,96
16,53,13,22
2,1671,1511,183
8,1511,1301,63
4,2217,2037,37
13,1398,1098,102
0,2900,2373,301
12,2286,2086,2286
5,3195,2735,3195
15,2464,2254,88
17,3562,2872,758
14,4416,3216,810
1,5921,5541,467
18,5089,4319,5089
3,7078,6278,4276
9,6849,6319,6849
11,7285,6615,7285
7,8262,7452,117
19,7451,6561,63
TotalTime,9497
Throughput,"0,0021059282"
AvgTurnaroundTime,"3699,90"
AvgWaitTime,"3234,55"
AvgResponseTime,"1610,50"
