ID,TurnaroundTime,WaitingTime,ResponseTime
0,133,2,11
1,301,1,301
12,154,33,12
13,114,34,114
8,789,649,135
19,246,156,246
3,2031,1901,2031
2,2699,2339,380
15,1904,1203,1703
14,2286,1986,2286
18,2009,1668,144
10,2956,2446,1514
5,4004,3534,132
7,4168,3708,187
6,5067,4767,5067
17,4159,3559,2958
9,5165,4365,4264
16,5130,4630,5130
4,6884,6054,2779
11,6706,6206,6706
TotalTime,7844
Throughput,"0,0025497195"
AvgTurnaroundTime,"2845,25"
AvgWaitTime,"2462,05"
AvgResponseTime,"1805,00"
