ID,TurnaroundTime,WaitingTime,ResponseTime
1,433,133,223
2,919,779,859
11,3092,2882,2931
12,3166,3066,3166
16,3710,3590,3620
24,5272,5262,5272
7,7015,6725,7015
26,5248,5097,5106
27,5286,5246,5256
32,6420,6329,6339
34,6969,6828,6928
10,10499,10409,2857
39,7948,7857,7947
13,11999,11698,11998
45,9431,9170,9219
47,9446,9356,9435
0,14235,14063,11
48,9529,9269,9298
49,9978,9528,9617
15,13562,13482,13562
21,13921,13820,13920
22,13974,13804,4527
29,13867,13766,13866
28,13943,13712,5370
31,13876,13655,13875
9,16381,16091,15880
35,13981,13900,13980
37,14145,14014,7035
18,17835,17615,17775
17,17772,17682,17772
20,17737,17506,4671
30,17239,16868,5880
33,17008,16937,6260
36,17023,16682,17022
41,16861,16641,16861
3,20804,20533,2193
43,16890,16640,8068
4,21271,21081,866
6,21219,20839,1235
5,21192,21142,1538
8,21273,20943,2483
14,21378,21277,3479
19,20777,20646,20776
25,20366,20166,20366
23,20382,20291,20381
38,19091,18740,19090
40,18808,18687,7738
42,18633,18433,18633
44,18476,18216,8470
46,18322,17982,8737
TotalTime,23035
Throughput,"0,0021706099"
AvgTurnaroundTime,"13572,04"
AvgWaitTime,"13381,56"
AvgResponseTime,"8788,12"
