1,150,1,51
2,435,315,435
0,531,300,530
3,491,331,431
7,1379,1008,1087
9,1967,1837,1867
11,2166,2046,2166
13,2613,2583,2613
16,2670,2560,2589
17,2875,2645,2764
19,2921,2741,2771
22,3590,3240,3339
21,3740,3560,3639
8,5247,5157,1364
24,4119,3889,3978
12,7240,7130,7240
34,6007,5787,5797
35,6157,5937,6037
37,6231,6141,6231
36,6419,6229,6319
6,10643,10403,893
42,7631,7201,7291
41,7630,7620,7630
43,8109,7759,7848
18,11270,11190,11270
48,8576,8336,8425
47,8827,8547,8646
49,8934,8664,8713
23,12044,11944,12044
25,11967,11867,11967
14,14931,14731,2245
15,15130,14980,15130
44,12395,12215,7643
45,12394,12314,12394
28,14787,14547,14787
30,14641,14401,4905
32,14628,14568,14628
4,17759,17588,16836
38,14396,14256,14396
5,18178,18158,18178
10,18087,17777,1470
20,17870,17620,2890
26,17408,17118,12035
27,17299,17279,17299
29,16917,16857,4705
31,16735,16495,5315
33,16733,16453,5653
39,16145,15855,6791
40,15991,15911,15991
46,15515,15095,15515
TotalTime:20209
Throughput:0,0024741452
AvgTurnaroundTime:9610,36
AvgWaitTime:9423,72
AvgResponseTime:7095,62
