0,171,2,51
5,1700,1440,1559
6,1796,1676,1796
8,1976,1686,1766
11,3217,2897,2906
2,5362,5132,156
17,3771,3761,3771
18,3785,3765,3775
24,4933,4833,4933
27,5434,5124,5224
29,5881,5781,5881
32,7073,6843,6923
34,7069,7019,7069
1,10283,10023,484
36,7014,7004,7014
35,7191,6931,7050
38,7518,7398,7518
42,8208,8148,8177
43,8601,8471,8521
45,8879,8509,8608
46,9010,8930,9010
47,9668,9298,9397
7,14656,14326,1137
19,13365,13185,13365
10,15508,15208,1931
9,15736,15596,15736
13,17361,17181,17301
14,17765,17595,3477
16,17740,17550,17740
21,17288,17018,17288
20,17344,17024,4280
22,17367,17037,17367
25,17215,16875,4933
26,17044,16984,17044
28,16964,16634,5454
30,16792,16512,5903
33,16710,16450,13502
37,16364,16084,7162
4,20267,20217,633
48,16372,16122,16312
49,16332,16172,9666
3,20799,20479,754
12,20728,20398,2479
15,20558,20448,20558
23,19880,19770,4780
31,18984,18744,13691
40,18363,18273,18343
39,18323,18293,18323
41,18157,17967,13785
44,17984,17844,16459
TotalTime:22461
Throughput:0,0022260808
AvgTurnaroundTime:12410,12
AvgWaitTime:12213,14
AvgResponseTime:8219,84
