ID,TurnaroundTime,WaitingTime,ResponseTime
0,70,1,51
2,188,38,88
4,557,467,557
1,779,699,779
7,611,351,440
5,772,592,621
3,1389,1009,163
9,1267,927,936
11,1670,1420,1540
12,1647,1637,1647
16,2470,2280,2370
19,2999,2819,2908
26,4223,4213,4223
25,4517,4417,4497
27,4575,4294,4373
13,6115,5835,6115
28,4709,4589,4618
33,5784,5694,5784
35,5876,5866,5876
38,5718,5658,5668
39,6427,6127,6226
41,7033,6583,6702
43,6963,6933,6963
44,7440,7360,7440
47,8035,7784,7793
8,12441,12301,836
49,8304,8274,8304
23,12045,11865,12045
10,13384,13184,1238
30,11710,11630,11710
34,11687,11377,5018
14,13538,13198,1554
15,14138,13768,2044
20,14854,14534,14854
24,14802,14642,14802
31,14458,14348,14458
32,14249,13788,14248
36,14114,14054,14114
6,16896,16876,16896
37,13866,13536,11600
45,13524,13243,7378
17,17666,17386,14178
18,17794,17574,11519
21,17554,17484,3566
22,17587,17367,3900
29,16862,16762,16862
40,15934,15764,15934
42,15578,15218,15578
46,15179,14979,11589
48,14974,14773,8105
TotalTime,20001
Throughput,"0,0024998750"
AvgTurnaroundTime,"9099,44"
AvgWaitTime,"8910,36"
AvgResponseTime,"6814,16"
