ID,TurnaroundTime,WaitingTime,ResponseTime
0,240,2,121
2,622,492,541
4,927,587,706
6,1725,1405,1524
8,1824,1694,1793
9,1844,1724,1844
12,2889,2449,2568
1,4014,3864,804
14,3059,2729,2808
15,3107,3057,3107
5,4121,3831,4121
16,3292,3022,3121
19,3255,3155,3255
18,3910,3710,3809
3,5650,5410,342
7,5801,5621,5801
21,4601,4481,4601
26,5262,5202,5252
25,5154,5144,5154
27,5041,5021,5031
10,7409,7149,7409
32,5763,5593,5713
34,6544,6284,6363
11,8929,8519,2110
36,6676,6436,6516
38,7025,6835,6915
40,7104,6974,6984
42,7269,7069,7168
46,7891,7841,7891
47,7777,7767,7777
49,7835,7585,7674
22,11524,11154,11444
13,13700,13630,13700
31,11709,11439,5883
41,11706,11626,11706
48,11367,11287,11367
30,14551,14311,5437
33,14291,14141,14291
35,14246,14186,14246
39,14023,13903,13963
43,13639,13469,13639
45,13600,13380,13600
44,13607,13347,7652
17,17253,16903,3315
20,17060,16760,3924
23,16821,16631,16801
24,16791,16711,5248
29,16321,16091,5100
28,16289,16269,16289
37,15383,15313,6620
TotalTime,19328
Throughput,"0,0025869205"
AvgTurnaroundTime,"8408,82"
AvgWaitTime,"8224,06"
AvgResponseTime,"6460,96"
