ID,TurnaroundTime,WaitingTime,ResponseTime
1,630,2,501
0,1359,608,657
2,1220,1190,1220
3,1266,1166,1215
4,1169,1119,1169
5,1027,947,1027
6,1503,873,882
7,1543,1422,1522
8,1701,1501,1701
10,1898,1667,1716
9,2054,1894,1974
11,2796,1996,2496
12,3128,2597,2696
13,3369,3008,3037
14,3410,3150,3249
15,3896,3395,3595
16,4097,3716,3725
18,4369,4079,4169
17,4578,4358,4458
19,4683,4372,4572
20,4819,4669,4679
21,4611,4591,4600
22,4893,4603,4803
23,4893,4662,4862
24,5303,4863,4963
26,5856,5235,5735
25,7021,5770,6069
28,7164,6953,7153
27,7419,7088,7118
29,7884,7293,7382
32,7887,7667,7757
30,8478,7857,7977
31,8558,8458,8558
33,8721,8420,8720
34,9345,8635,8835
36,9303,9253,9303
35,9214,9114,9204
37,9249,9188,9218
38,9394,9094,9294
39,9395,9385,9395
40,9607,9346,9355
41,9867,9257,9556
42,10498,9798,9898
43,10609,10359,10478
46,11116,10566,10655
44,11384,11083,11383
45,11621,11311,11611
48,11656,11556,11656
47,11667,11567,11577
49,11504,11494,11504
50,11614,11354,11434
51,11785,11435,11465
53,12158,11738,12038
52,12157,12147,12157
55,12645,12045,12145
54,12784,12554,12603
57,12810,12660,12710
56,13134,12734,12834
59,13242,13082,13111
58,13477,13137,13227
60,13253,13243,13253
62,13760,13240,13250
61,14175,13665,13785
63,14347,13987,14286
64,14432,14282,14332
66,14584,14284,14584
65,14938,14568,14597
67,15115,14825,14874
68,15896,15076,15125
69,16238,15808,15857
70,17289,16149,16648
71,17657,17107,17206
72,17776,17586,17595
73,17899,17759,17768
75,17902,17752,17852
76,17860,17750,17800
74,18039,17859,17958
77,18217,17927,17937
78,18555,18125,18245
79,18946,18436,18445
81,18830,18810,18820
80,19189,18689,19189
83,19543,19053,19352
82,19588,19508,19588
85,19750,19520,19549
84,19683,19623,19653
86,19823,19593,19602
88,20957,19647,19656
87,22003,20933,21432
89,22899,21889,21898
90,23275,22775,23275
91,23684,23204,23403
92,23804,23604,23684
93,24034,23744,23843
95,24559,23939,24238
94,24426,24396,24426
97,24585,24295,24374
96,24770,24570,24670
99,25188,24678,24878
98,25267,25167,25267
TotalTime,35198
Throughput,"0,0028410705"
AvgTurnaroundTime,"12071,73"
AvgWaitTime,"11721,46"
AvgResponseTime,"11847,97"
