0,244,2,81
1,480,130,179
2,286,236,286
3,333,283,333
4,252,242,252
6,333,233,323
7,648,178,267
5,1682,632,641
8,1990,1490,1990
9,2004,1954,2004
10,2019,1969,2019
11,2020,1950,2000
12,1941,1671,1750
13,2401,1810,2309
14,2428,2328,2428
15,2439,2339,2439
16,2631,2331,2531
17,2666,2526,2625
18,2716,2616,2716
19,2824,2714,2813
20,2821,2620,2699
22,2740,2730,2740
21,3584,2683,2882
23,5069,3558,3567
25,6124,4963,4972
26,6287,5987,6287
24,6712,6241,6540
28,7688,6547,6596
27,8044,7643,7762
30,8421,7940,8240
29,8388,8377,8387
31,8399,8199,8399
32,8577,8196,8276
33,9051,8540,9039
36,8966,8915,8965
35,9284,8903,8952
34,9379,9279,9379
37,9138,9108,9138
38,9574,9083,9182
40,9857,9547,9637
39,10058,9757,10057
41,10187,10037,10087
42,9896,9846,9896
44,10156,9856,10056
45,10374,10143,10222
43,10610,10369,10398
46,10664,10414,10443
47,10767,10557,10637
48,11190,10680,10690
50,11931,11091,11590
49,12681,11921,12020
51,12904,12554,12603
52,13733,12762,12851
53,14337,13726,14025
54,14424,14153,14232
55,14535,14345,14425
57,14519,14418,14518
56,14780,14480,14680
58,14738,14438,14738
59,15171,14641,14740
60,15439,15169,15259
63,15445,15325,15445
61,16172,15412,15912
62,16774,16114,16613
64,17252,16732,16782
65,17424,17174,17374
66,17527,17257,17356
67,17915,17385,17504
69,18019,17799,17888
68,18263,17943,18063
70,18922,18142,18341
72,19157,18857,18946
71,19492,19142,19341
73,19935,19345,19845
74,19829,19709,19798
75,20017,19667,19746
76,20338,20008,20017
77,20432,20202,20231
78,20375,20365,20375
79,21016,20326,20405
81,21215,20935,20944
80,21287,21147,21156
82,21300,21270,21300
83,21404,21044,21343
84,21848,21348,21548
85,22443,21803,21812
86,22773,22143,22172
87,22746,22696,22746
89,24017,22727,23226
88,24254,23904,23953
90,25074,24104,24183
91,25379,24949,25029
93,25419,25299,25308
92,25615,25365,25374
94,25925,25605,25804
95,26057,25877,25977
96,26337,25987,26036
97,26700,26250,26449
98,26643,26343,26542
99,26729,26609,26729
TotalTime:36827
Throughput:0,0027153990
AvgTurnaroundTime:12810,03
AvgWaitTime:12443,59
AvgResponseTime:12574,05
