ID,TurnaroundTime,WaitingTime,ResponseTime
2,323,202,101
0,804,113,301
1,831,741,821
3,976,786,875
4,899,819,899
5,858,718,727
7,851,741,820
6,859,849,859
9,809,759,809
8,798,768,798
10,920,710,830
11,1492,842,1142
12,2467,1357,1446
13,2531,2341,2421
14,2654,2444,2454
15,2556,2416,2535
17,2756,2556,2656
16,2886,2686,2806
18,2850,2710,2829
19,3331,2681,3181
21,3862,3292,3382
22,4042,3842,4042
20,4159,3989,4069
23,4269,4089,4138
24,4721,4051,4150
26,5250,4680,4770
25,5395,5225,5315
27,6085,5255,5344
28,6102,6042,6092
29,6633,5983,6103
30,6677,6567,6577
31,7380,6460,6759
32,7494,7204,7284
33,8360,7380,7880
35,8985,8205,8705
34,9094,8974,9094
36,9160,9010,9019
37,9207,9147,9196
39,9177,8997,9087
40,9722,9142,9222
38,9743,9703,9713
41,9638,9458,9487
43,10106,9626,9675
42,10344,10094,10214
45,10962,10162,10251
44,10831,10821,10831
46,11109,10659,10709
47,11267,11077,11157
49,11234,11144,11234
50,12468,11228,11728
48,12887,12467,12556
51,12772,12722,12772
52,12777,12767,12777
55,12964,12464,12964
53,13090,12950,12959
54,13294,12974,13053
57,14433,13233,13733
56,14702,14382,14501
58,14851,14541,14740
59,15720,14680,14800
60,15829,15709,15829
61,15767,15677,15757
63,16014,15643,15732
62,16136,15936,16136
65,16075,15975,16075
64,16198,16028,16058
66,16720,16120,16200
68,16698,16527,16627
67,17739,16679,16728
69,18115,17674,17683
70,18185,18034,18153
71,17938,17907,17937
74,18053,17912,17922
72,18554,18023,18053
73,18958,18447,18457
75,20071,18870,18969
76,19952,19862,19952
77,20269,19938,20057
79,20244,20184,20194
78,20241,20130,20139
80,20355,20234,20264
81,20255,20225,20255
82,20333,20213,20223
83,21106,20256,20305
84,21125,20775,20825
85,21526,21025,21035
87,21646,21465,21494
86,22238,21618,22118
89,22471,22121,22320
88,22737,22416,22515
92,22994,22534,22633
91,23325,22975,23025
90,23632,23282,23582
93,23518,23338,23347
96,23966,23486,23515
94,24253,23943,23952
95,24276,24166,24246
97,24237,24147,24237
98,24111,24101,24111
99,24517,23987,24107
TotalTime,34620
Throughput,"0,0028885038"
AvgTurnaroundTime,"12237,94"
AvgWaitTime,"11895,07"
AvgResponseTime,"12001,59"
