ID,TurnaroundTime,WaitingTime,ResponseTime
0,120,1,101
2,402,1,10
1,310,300,310
3,550,189,388
4,636,445,454
5,1754,573,771
6,2029,1608,1908
7,2435,1904,2403
8,2650,2259,2349
9,3149,2628,2637
10,3268,3047,3056
11,4084,3243,3543
12,4379,4058,4087
13,4413,4063,4113
15,4521,4390,4439
14,5079,4429,4728
17,5497,4997,5497
16,5945,5425,5524
18,6492,5892,5991
19,6491,6361,6451
20,6407,6237,6286
21,6410,6320,6410
22,6353,6343,6353
24,6528,6328,6528
25,6712,6462,6512
23,7112,6662,6692
26,7493,7063,7182
27,8080,7320,7329
28,8103,7953,7963
29,8192,7962,7992
30,8457,8157,8356
32,8271,8261,8271
31,8468,8268,8348
33,8812,8202,8212
34,9119,8699,8898
35,9293,9083,9092
36,9333,9233,9333
37,9345,9255,9345
38,10315,9215,9714
39,10273,10263,10273
40,10381,10201,10291
42,10594,10184,10484
41,10839,10529,10539
43,11744,10824,11023
44,11615,11585,11615
45,12157,11587,11636
46,12010,11910,12010
47,12479,11929,12128
50,13569,12379,12468
48,13749,13549,13749
49,14730,13690,14189
51,14938,14718,14817
52,15511,14651,15150
53,15577,15367,15377
55,15709,15519,15608
54,16191,15681,15980
57,16255,16055,16255
58,16299,16189,16288
56,16501,16281,16361
59,16488,16378,16457
61,17041,16341,16440
60,17650,16950,17150
62,17887,17557,17586
63,18240,17710,17829
65,18206,18186,18196
64,18704,18104,18204
66,18557,18477,18527
67,18836,18466,18665
70,19031,18771,18780
68,19123,19003,19123
69,19330,19080,19089
72,20520,19050,19549
71,20711,20511,20601
73,21258,20658,20958
75,21167,21077,21087
74,21418,21118,21218
76,21498,21418,21498
77,21395,21295,21305
78,21749,21279,21579
79,22153,21703,21902
80,22730,22140,22229
81,22757,22617,22626
82,23165,22545,23045
83,23609,23099,23298
85,24346,23536,24035
84,24640,24320,24419
86,24750,24480,24560
87,24925,24615,24625
89,25444,24844,25144
90,25423,25333,25423
88,26659,25389,25888
91,27298,26458,26547
92,27347,27107,27227
93,28231,27231,27731
94,28440,28200,28279
95,29233,28393,28472
96,29329,29109,29308
98,29463,29243,29363
97,29742,29442,29451
99,29753,29663,29743
TotalTime,39723
Throughput,"0,0025174332"
AvgTurnaroundTime,"14263,74"
AvgWaitTime,"13868,23"
AvgResponseTime,"14009,73"
