ID,TurnaroundTime,WaitingTime,ResponseTime
0,661,2,121
2,1035,564,863
1,1084,1004,1053
3,997,917,966
4,994,944,994
6,980,770,969
5,1077,977,1077
8,1616,996,1116
7,1984,1523,1602
10,2804,1903,1982
11,3172,2671,2770
9,3791,3161,3461
12,3823,3633,3723
14,4282,3752,4252
13,4669,4178,4278
15,5106,4505,4604
16,5247,5037,5157
17,5530,5039,5088
19,5873,5522,5821
18,6171,5861,5871
20,6182,6102,6182
21,7001,6120,6619
22,6875,6864,6874
23,6947,6636,6726
24,7133,6932,6941
25,7212,6952,7031
26,7265,7134,7144
28,7858,7218,7227
29,8149,7729,7849
27,8622,8131,8140
31,9100,8480,8569
30,9346,9036,9085
32,9755,9205,9255
33,10673,9563,9862
35,10773,10653,10773
34,10832,10762,10772
36,10774,10684,10764
37,10952,10672,10872
38,10732,10722,10732
41,11521,10621,10740
39,12067,11457,11957
40,12305,12025,12124
43,12367,12147,12156
42,12474,12354,12474
44,12884,12224,12724
45,13358,12878,12977
46,13636,13326,13336
48,13833,13533,13833
49,14804,13704,13903
47,14935,14765,14855
51,14789,14779,14789
50,15107,14677,14776
54,15693,14953,15252
52,15845,15625,15724
55,15845,15745,15845
53,15911,15821,15911
56,16064,15784,15904
57,15898,15828,15838
59,16515,15885,15894
58,16595,16465,16564
60,16679,16579,16589
61,16442,16432,16442
62,17404,16404,16604
63,17355,17345,17355
64,18416,17276,17776
65,18309,18229,18309
66,18790,18230,18529
67,19046,18746,19046
68,19652,18982,19281
69,19821,19421,19721
70,20605,19805,19905
71,20988,20568,20687
74,21133,20713,20722
72,21107,21097,21107
75,21501,20991,21090
73,21798,21498,21798
76,22036,21516,21526
77,22693,22033,22533
78,23226,22646,22946
79,23816,23066,23155
80,24333,23723,23732
82,24274,24134,24163
81,24740,24240,24740
83,25252,24662,25162
85,25382,25042,25132
84,25396,25376,25386
87,25780,25370,25419
86,25837,25737,25817
89,25984,25634,25643
88,26133,25953,26053
90,26148,25868,26068
91,26625,26125,26625
93,26739,26569,26599
92,27379,26619,26629
95,27700,27310,27400
94,28613,27553,27852
96,29022,28552,28671
98,28999,28819,28828
97,29695,28995,29494
99,29898,29548,29848
TotalTime,39986
Throughput,"0,0025008753"
AvgTurnaroundTime,"14642,69"
AvgWaitTime,"14245,56"
AvgResponseTime,"14391,43"
