ID,TurnaroundTime,WaitingTime,ResponseTime
0,220,2,11
1,1235,175,184
2,2314,1104,1303
3,2622,2242,2362
5,2630,2580,2630
4,2900,2540,2619
6,3230,2750,2759
7,3674,3164,3174
8,3971,3531,3581
9,4720,3850,3859
10,5136,4586,4636
11,5621,5121,5321
12,6288,5618,5917
13,6187,6087,6187
15,6974,6124,6213
16,6937,6787,6837
14,7135,6935,7135
17,7076,6996,7076
18,7455,7045,7094
20,7926,7206,7706
19,8027,7897,7946
21,9073,7953,8252
22,9554,9054,9254
23,9284,9254,9264
25,9553,9273,9473
24,9525,9475,9485
27,10068,9448,9947
26,10782,9912,10031
28,11340,10710,10810
30,11665,11255,11354
29,11640,11550,11560
32,11570,11560,11570
31,11520,11470,11520
34,11578,11398,11498
33,11783,11553,11672
35,12249,11639,11648
37,12109,12059,12109
36,12223,12093,12143
38,12543,12203,12402
40,12860,12380,12679
39,13489,12699,12789
43,13591,13281,13381
41,13661,13571,13581
42,13784,13574,13774
44,14532,13692,13781
45,15344,14444,14543
47,16721,15291,15790
46,16903,16603,16903
48,17126,16826,17126
49,17726,16926,17045
50,18470,17590,17789
51,18936,18426,18726
52,18862,18832,18862
54,19543,18723,18802
53,20379,19499,19588
55,21207,20277,20306
56,21647,21097,21146
58,21757,21547,21596
57,22048,21698,21748
59,22722,21882,21911
60,22620,22610,22620
61,22593,22583,22593
62,22582,22382,22582
63,22644,22514,22594
64,23093,22623,22722
65,23026,22936,23015
67,23110,22990,23110
66,23694,23034,23533
68,23736,23656,23736
69,24368,23698,23747
70,24114,24034,24114
71,24778,24108,24137
72,24803,24653,24662
73,25356,24676,25175
74,25892,25282,25371
76,26076,25746,25795
75,26147,26057,26147
77,26531,26031,26531
78,27055,26485,26534
79,26951,26901,26951
81,27939,26919,27008
80,28064,27894,27943
82,28056,27856,28056
83,28207,27997,28007
84,28276,28066,28095
85,28532,28232,28532
86,28859,28339,28538
88,29165,28785,28864
87,29614,29094,29104
89,30177,29427,29506
91,30542,30042,30542
90,31238,30538,30838
92,31455,31205,31325
93,32256,31296,31795
95,32265,32185,32265
94,32390,32130,32250
96,32615,32325,32334
97,33374,32474,32773
98,33673,33243,33333
99,33823,33643,33743
TotalTime,43871
Throughput,"0,0022794101"
AvgTurnaroundTime,"17713,34"
AvgWaitTime,"17277,46"
AvgResponseTime,"17409,28"
