ID,TurnaroundTime,WaitingTime,ResponseTime
0,40,1,31
2,754,674,724
6,1289,1189,1289
8,1200,1170,1200
11,1220,1130,1139
15,2598,2358,2478
14,2766,2576,2675
16,3237,2787,2866
18,3468,3388,3468
20,3734,3634,3734
21,3789,3729,3779
22,3925,3815,3824
24,3867,3737,3766
23,3923,3843,3923
33,6660,6580,6660
36,6599,6549,6599
5,10350,10160,793
37,7144,7014,7134
39,7386,7116,7215
41,7670,7610,7660
4,12440,12230,987
45,8670,8460,8539
46,9047,8987,9037
51,9750,9560,9589
52,9944,9764,9883
55,10467,10377,10457
7,15997,15887,1215
56,10909,10899,10909
62,11994,11794,11873
64,12013,11853,11902
67,12463,12373,12453
66,12644,12424,12503
69,12891,12881,12891
71,12916,12866,12916
72,12932,12872,12922
70,13045,12925,13045
27,17505,17225,4218
73,13015,12905,13005
80,14691,14591,14691
81,14628,14548,14628
31,20090,19830,20090
30,21114,20834,20673
87,15382,15362,15372
88,15377,15367,15377
89,15604,15424,15504
91,15646,15556,15566
94,16229,16149,16229
97,16924,16824,16924
12,26279,26139,2232
38,23796,23706,23796
40,23656,23116,7300
42,23559,23389,7715
1,27669,27449,823
43,23655,23285,8192
48,23414,23124,8543
49,23338,23068,8928
17,26800,26660,12501
59,23398,23108,10935
3,29262,28982,29262
63,23346,23256,11976
65,23487,23187,12257
68,23274,23034,23274
74,22943,22803,22943
76,23240,23120,13606
86,23956,23836,15335
90,23899,23819,23899
93,23953,23733,15815
96,23761,23561,15953
98,24125,23945,24125
34,30478,30048,6123
35,30705,30425,30645
44,29997,29837,7929
50,29478,29068,9175
53,29370,29160,29370
58,29278,29108,11182
9,34589,34168,5120
82,28556,28356,23684
84,28430,28290,28430
85,28366,28226,15285
10,35891,35771,20353
13,35775,35535,1954
99,27649,27418,16863
19,35827,35607,3310
26,35886,35706,35886
25,35792,35762,4179
28,35714,35504,17580
29,36087,35847,36087
32,35862,35522,35862
47,34971,34811,8784
54,34250,34000,34250
57,34089,33699,10539
60,33879,33779,11392
61,33736,33416,33716
75,32256,31956,23014
78,32024,31844,23122
79,31994,31804,13959
77,32028,31958,14284
83,31513,31323,31513
92,30713,30603,23995
95,30328,30138,30288
TotalTime,40122
Throughput,"0,0024923982"
AvgTurnaroundTime,"19822,67"
AvgWaitTime,"19648,36"
AvgResponseTime,"13116,38"
