ID,TurnaroundTime,WaitingTime,ResponseTime
0,153,12,91
1,604,463,492
5,1014,824,943
4,1188,1008,1127
2,1609,1298,11
7,1251,1171,1251
6,1370,1140,1259
8,1376,1246,1296
11,1413,1293,1413
9,1665,1585,1665
12,1713,1603,1683
14,1827,1697,1707
17,2074,1974,2074
18,2012,1962,2012
20,2132,1972,2092
21,2036,1946,2026
22,2449,2309,2319
25,2448,2248,2368
27,2633,2593,2623
3,5284,5014,2063
30,2894,2734,2854
28,2976,2876,2966
33,3106,2976,3006
32,3077,2977,3077
37,4033,3843,3893
39,4006,3976,4006
40,4000,3990,4000
23,6774,6504,2110
45,4838,4747,4827
48,5058,4957,5057
50,5021,4920,5020
49,5092,5012,5092
24,7907,7696,2519
52,5335,5145,5174
26,8138,8008,8138
57,6110,5790,5889
29,9284,9204,9284
56,6962,6932,6962
60,6754,6744,6754
15,11629,11569,11629
61,7078,6938,6968
66,8686,8446,8456
69,9312,9172,9202
19,16904,16804,1911
80,11446,11326,11446
79,11723,11673,11723
42,16215,16135,16215
84,12503,12263,12293
87,13224,13044,13124
88,13420,13240,13330
89,13436,13286,13316
90,13846,13696,13745
94,14111,14011,14021
46,18955,18774,18954
97,14457,14367,14457
96,14520,14440,14470
98,14408,14388,14398
99,14349,14339,14349
51,19400,19260,19400
36,23254,23013,3118
34,24296,24066,3560
75,20587,20327,10471
38,24933,24783,24933
81,20875,20655,11461
82,20915,20545,20835
41,25206,24885,4080
85,20884,20704,12523
93,21004,20844,13896
44,25813,25653,4547
92,20963,20663,14216
10,29928,29818,29928
58,25506,25136,6537
59,25266,25026,25266
13,30412,30292,30412
72,25396,25206,9657
16,31172,31101,31171
78,25174,25034,20503
76,25219,25159,25219
83,24862,24592,20852
86,24680,24390,12810
31,31110,31080,2886
35,31490,31380,31490
43,31302,31122,25348
47,31166,30945,4868
53,30594,30374,30594
54,30571,30491,30551
55,30350,30150,30350
62,29681,29451,7065
64,29599,29199,7363
63,29599,29329,7884
65,29602,29392,29602
67,29287,29157,19764
68,29255,29025,8843
71,29121,29100,29120
70,29003,28873,9423
73,28919,28619,28919
74,28782,28652,10245
77,28320,27970,28320
91,27216,26966,13490
95,26780,26670,14429
TotalTime,36358
Throughput,"0,0027504263"
AvgTurnaroundTime,"15153,30"
AvgWaitTime,"14993,97"
AvgResponseTime,"10810,99"
