0,141,1,31
3,1543,1403,298
7,1328,1248,1328
1,3713,3483,3713
12,2699,2579,2699
4,4594,4384,873
6,5650,5500,1117
18,4462,4362,4372
21,5288,5208,5288
22,5532,5312,5362
23,6070,5840,5959
30,7392,7161,7240
28,7550,7390,7400
31,8344,8144,8153
32,8456,8356,8456
34,8485,8455,8485
36,9423,9063,9112
38,9712,9412,9462
39,10552,10262,10352
41,10613,10583,10613
5,15315,15185,715
48,11933,11583,11702
46,12229,11998,12098
47,12289,12189,12289
49,12435,12335,12425
55,13127,13027,13077
54,13273,13093,13172
56,13421,13301,13421
58,13578,13358,13407
61,14190,13850,13969
60,14350,14170,14250
63,14345,14245,14345
66,14631,14531,14631
67,15679,15289,15408
71,16005,15855,15885
72,16229,16139,16229
76,16486,16346,16426
81,17742,17392,17491
82,17861,17701,17710
84,17962,17842,17962
85,18247,17927,18047
9,27350,27280,27350
90,19303,19193,19273
94,20072,19902,19951
97,20595,20375,20385
99,20920,20840,20890
27,28025,27625,6959
10,30441,30091,1896
37,28332,27952,9784
40,28352,28081,10074
52,28368,27967,12828
57,28226,27966,13649
78,28395,28285,28395
79,28317,28187,16800
25,34303,34023,6001
91,28511,28331,28511
26,35316,34986,6514
96,28532,28442,19972
2,37989,37779,7191
33,35473,35153,7914
42,35054,34954,10464
44,34885,34634,10564
50,34656,34365,12370
53,34684,34623,34683
64,34342,34232,14584
70,34252,34142,34252
73,34254,34094,15980
74,34032,33872,16159
75,34057,33937,16294
77,33968,33728,16557
83,33679,33519,17841
86,33337,33167,28085
87,33374,33234,28262
88,33367,33027,28396
8,41330,41170,23196
89,33275,33215,33275
92,33086,32856,19624
95,32875,32625,20165
11,41665,41434,2114
14,41507,41256,31062
13,41699,41419,15254
15,41745,41625,3639
16,41558,41268,3703
17,41628,41398,3912
20,41630,41410,4466
19,41858,41598,41858
24,41712,41522,22575
29,41390,41219,7534
35,41004,40644,35309
43,39981,39721,11049
45,39834,39483,11291
51,39244,39223,39243
59,38575,38545,13783
62,38272,38162,14452
65,37878,37718,14730
68,37848,37678,37848
69,37613,37563,37613
80,36558,36238,17078
93,35381,35271,35381
98,34814,34524,20579
TotalTime:44770
Throughput:0,0022336386
AvgTurnaroundTime:24615,95
AvgWaitTime:24422,73
AvgResponseTime:14945,33
