2,197,97,197
0,604,253,51
5,146,136,146
3,693,273,182
10,713,503,230
17,146,96,146
22,288,78,187
25,40,30,40
26,181,101,90
30,77,37,17
37,86,76,86
39,349,209,128
43,58,48,58
45,99,39,49
19,2674,2574,2674
42,1013,882,69
49,227,86,136
51,468,368,468
59,124,34,124
64,88,78,88
68,352,172,121
75,82,72,82
73,333,213,112
79,104,74,104
81,162,82,111
93,170,50,170
97,110,50,60
90,1192,1062,1192
40,6479,6229,393
60,4353,4053,157
62,4275,4145,4275
63,4523,4362,4522
76,3885,3595,3885
18,9800,9580,9800
13,10431,10211,328
74,4668,4388,13
38,8724,8484,71
47,8015,7664,95
28,10909,10419,180
57,7966,7546,7966
66,7798,7498,408
31,11610,11320,241
77,7523,7263,105
87,6748,6548,6748
72,8427,8177,147
36,13225,12815,17
50,12397,12066,22
9,16791,16391,15390
95,8529,8089,3562
91,9200,8970,34
11,17781,17321,17781
24,16672,16262,133
55,13729,13189,1302
4,19094,18794,19094
27,17222,16782,45
29,17253,16782,56
46,15922,15582,94
20,18718,18418,18718
86,12590,12190,150
70,14866,14316,169
16,21269,20639,444
41,18988,18458,18988
34,19918,19428,916
84,15225,14595,9119
15,22562,22112,5230
85,15841,15441,15841
53,19399,18749,252
78,17038,16588,1306
98,15350,14530,31
92,16430,16080,209
96,16157,15367,87
83,17871,17061,3956
99,16771,16461,16771
88,18434,18024,120
52,22631,22010,229
12,27647,27147,27647
14,27872,27252,31
48,25073,24493,25073
69,23277,22347,15472
1,30645,30115,30645
35,27830,26719,24828
89,22820,22220,717
80,24334,23274,13
82,24486,23866,37
58,27414,26774,4973
65,27340,26510,27340
54,28931,28041,21627
23,32455,31835,32455
71,28229,27209,706
7,35034,34424,298
33,32911,31971,11395
56,31268,30728,24
21,35086,34486,3995
44,33396,32806,147
6,37640,36810,12121
94,29538,28858,29538
32,36118,35338,112
67,33069,32439,33069
8,39605,38365,12686
61,34802,34102,109
TotalTime:40940
Throughput:0,0024425989
AvgTurnaroundTime:13916,03
AvgWaitTime:13508,94
AvgResponseTime:5115,76
