ID,TurnaroundTime,WaitingTime,ResponseTime
0,379,12,80
2,78,68,78
5,137,17,137
9,138,88,97
10,233,113,233
12,195,35,44
13,224,134,224
14,249,119,249
17,162,72,162
16,80,70,80
7,1199,1049,113
20,422,332,422
25,41,31,41
22,630,530,630
23,851,741,851
31,259,179,259
40,239,89,98
37,653,443,653
30,1773,1563,45
51,182,72,182
52,386,286,386
44,1353,1233,1353
58,124,34,124
56,1039,939,1039
65,175,95,175
68,130,50,130
57,1222,982,77
66,359,259,359
69,175,85,175
74,87,77,87
78,313,103,143
79,166,106,166
80,91,81,91
76,629,408,628
86,26,16,26
83,333,242,332
90,28,17,27
89,443,353,443
97,352,122,261
88,1554,1363,1553
70,4407,4167,21
71,4413,4053,148
82,3725,3404,264
87,3637,3407,3637
95,3484,3174,1460
93,3561,3291,53
99,3222,3102,3222
98,3630,3340,133
8,13689,13289,290
38,11217,10727,122
47,11099,10869,11099
77,8334,7934,8334
45,11616,11366,33
21,14462,13992,14462
84,9034,8384,347
50,12663,12233,41
15,16080,15770,251
33,14821,14581,14821
94,8979,8689,185
81,10843,10423,102
39,15184,14754,15184
53,14217,13607,185
19,17779,17439,80
4,19532,19062,54
28,17634,17324,78
92,11529,11009,11529
49,16111,15511,166
60,15223,14593,12520
6,21017,20497,21017
32,18643,18253,400
91,13125,12355,13125
85,14255,13655,14255
34,19518,19218,19518
26,21036,20456,36
63,17580,16790,258
41,20159,19779,117
42,20253,19923,20253
27,22396,21886,13988
1,25445,25135,25435
61,19604,19074,90
72,19077,18127,19077
62,20449,19629,75
75,19871,19371,19871
3,27532,27022,27532
46,23646,23116,115
55,23083,22233,145
36,25679,24959,25679
43,25964,25244,181
18,28786,28026,340
35,27872,26662,9957
48,26960,26130,98
11,31013,30503,31013
96,23224,22424,200
59,28241,27171,4720
24,32274,31164,32274
54,29859,28709,29859
67,28940,28090,4239
64,29976,29256,4654
73,29400,28759,64
29,34230,33430,12114
TotalTime,37384
Throughput,"0,0026749412"
AvgTurnaroundTime,"10863,41"
AvgWaitTime,"10491,48"
AvgResponseTime,"4617,73"
