ID,TurnaroundTime,WaitingTime,ResponseTime
6,75,35,75
5,174,104,174
1,942,852,942
14,95,15,95
16,21,11,21
11,857,647,857
28,146,56,146
13,2461,2311,2461
36,300,110,99
37,280,200,280
39,357,166,125
42,236,135,235
50,333,153,102
47,831,730,830
55,120,50,90
56,252,62,92
60,71,41,71
62,15,5,15
58,342,252,342
67,467,237,377
83,162,72,82
82,331,241,331
86,52,2,52
69,1832,1692,75
90,118,38,118
52,4116,3966,4116
94,75,55,65
93,110,70,59
10,9390,9210,271
4,10238,9928,10238
12,9443,9283,9443
27,8152,7741,279
72,3933,3593,3933
85,2641,2511,133
17,9635,9285,196
74,3896,3796,3896
54,6116,6016,6116
9,10797,10586,21
41,7727,7537,99
25,9481,9381,9481
43,7651,7370,7650
45,7715,7384,7714
19,10293,10113,10293
46,7678,7578,7678
21,10497,10317,116
18,10967,10737,45
99,2845,2505,2845
59,7231,6961,7231
29,10389,10179,10389
26,10947,10687,47
64,7230,6940,178
65,7359,6909,7239
75,6992,6542,304
81,6650,6370,112
97,5904,5694,5904
96,6035,5915,6035
22,13713,13483,66
49,10889,10679,15
61,10186,9896,10186
3,16176,15856,16176
23,14460,14070,213
38,13753,13452,13752
48,13005,12765,78
95,8596,8186,179
92,9126,8686,9126
44,14273,13733,74
24,17109,16248,69
66,13268,12828,168
63,14195,13835,63
70,13820,13230,1516
31,18115,17635,18115
34,18162,17742,18162
73,14462,14162,14462
15,20523,19763,12834
7,21614,21194,43
71,15520,14900,261
91,13908,13488,13908
35,19630,18799,11340
20,21486,21176,61
0,23945,23328,301
51,19275,18885,19275
77,17381,16921,7171
88,16509,16169,14
78,17949,17619,17949
79,18715,18215,18715
40,23092,22182,20090
2,27940,27089,6472
53,23456,22696,10846
57,23572,22812,23572
76,21904,21254,21904
8,29238,28048,18130
33,27391,26871,98
87,22391,21301,82
89,22688,21678,17186
80,24085,22885,19582
30,29763,29073,29763
98,23370,22500,114
68,26939,26309,26939
32,30846,30246,30846
84,26102,25592,100
TotalTime,34779
Throughput,"0,0028752983"
AvgTurnaroundTime,"10755,43"
AvgWaitTime,"10408,55"
AvgResponseTime,"5602,29"
