0,122,2,91
3,77,47,77
2,181,31,100
5,47,37,47
13,1137,1037,1137
20,406,306,406
23,108,28,108
26,207,117,207
28,99,9,99
25,415,265,103
30,90,80,90
32,106,96,106
33,121,91,121
35,293,173,293
37,76,46,76
38,189,49,189
39,209,109,119
42,201,111,201
41,318,218,318
40,670,450,309
48,189,69,78
51,12,2,12
49,293,193,293
52,337,157,247
47,1084,824,251
62,33,23,33
10,5412,4962,1115
65,364,214,54
68,388,218,388
50,2459,2118,269
76,208,118,208
75,98,48,98
77,96,56,96
79,165,75,165
78,312,212,312
82,111,21,111
74,788,568,276
84,123,73,123
87,118,78,118
83,482,212,342
89,81,71,81
86,510,410,510
90,280,100,149
93,51,21,51
88,586,426,44
95,160,70,160
94,108,48,108
80,1725,1515,18
91,1566,1366,82
99,946,796,54
43,6649,6529,6649
67,4500,4310,4500
18,9958,9688,2460
60,5918,5477,217
69,5563,5183,65
61,6593,6363,21
29,10149,9929,10149
72,5990,5780,13
96,4177,3737,732
11,13186,12676,333
44,10144,9813,63
53,9523,9323,9523
54,9904,9584,9904
24,13139,12669,13139
63,9626,9416,9626
66,9716,9286,9716
9,16179,15488,16178
34,14087,13777,14087
81,9685,9335,9685
14,17262,16862,34
98,9049,8149,3644
6,19074,18764,92
17,18400,17939,304
1,20097,19377,393
56,15021,14721,15021
57,15231,14931,15231
7,20866,20156,92
36,18624,18174,53
45,17837,17107,17837
59,16935,16095,34
71,16308,15718,112
70,17386,16456,5776
27,22804,21474,22303
19,24120,23200,24120
58,20767,20116,232
97,17123,15783,127
16,26314,25234,26314
21,26269,25369,26269
55,23392,22291,15687
85,21042,20442,21042
15,28964,28254,28964
92,21649,20939,210
4,30923,30313,224
64,25481,24891,25481
73,25251,24551,9241
12,31851,31231,31851
8,32646,32066,247
46,29381,28881,29381
22,32260,31640,32260
31,31746,30276,339
TotalTime:35081
Throughput:0,0028505459
AvgTurnaroundTime:8929,16
AvgWaitTime:8581,29
AvgResponseTime:4800,18
