ID,TurnaroundTime,WaitingTime,ResponseTime
0,320,290,320
11,223,63,143
14,179,29,89
16,152,72,101
17,174,14,23
21,475,355,475
24,166,56,115
28,76,16,25
29,210,30,79
32,58,48,58
39,144,84,144
43,167,67,167
47,127,77,127
52,118,28,118
45,754,514,71
49,617,366,84
56,94,44,94
62,138,18,138
44,2027,1897,68
58,789,518,788
66,336,236,336
67,532,241,140
70,89,79,89
68,435,335,435
77,70,30,70
78,97,47,97
80,551,431,28
84,306,216,306
89,72,12,72
87,284,184,284
92,238,8,17
72,3005,2735,3005
22,8409,8249,84
55,5619,5268,68
61,5204,5084,5204
82,3415,3165,3415
4,11572,11452,11572
34,8798,8528,1030
79,4829,4519,2224
7,12278,12078,12278
85,4888,4508,85
93,4371,3881,482
53,8620,8449,8619
26,11825,11505,11825
42,10615,10415,10615
27,12490,12200,553
35,12726,12426,12726
6,16194,15804,16194
19,15615,15065,15615
51,12830,12630,12830
36,14503,13983,14503
9,17570,17140,11561
90,9401,9091,24
48,14234,13834,14234
8,18874,18454,18874
10,19126,18596,19126
60,14975,14484,745
98,11719,11339,11719
31,19141,18361,74
37,18647,18137,84
64,16651,16341,16651
96,13661,13241,13661
20,21843,21453,21843
69,17201,16701,8493
91,15444,14784,51
40,20692,20092,18
86,16755,16235,331
83,17312,16642,26
63,19796,19216,19796
23,24280,23680,24280
88,18857,18557,18857
74,20320,19490,20320
33,24827,24227,24827
41,24452,24012,166
2,28656,28316,299
95,19736,18976,19736
30,26551,26041,26551
97,20808,20278,43
1,30877,29990,301
71,24483,23473,24483
94,22579,22049,22579
38,28695,27895,1170
54,27566,27066,27566
3,33098,32398,69
46,29428,28448,61
25,32446,31696,88
57,29818,28817,14707
12,34729,34229,34729
50,31401,30581,14090
73,29578,28578,4596
76,29883,28813,157
75,30522,29992,75
81,30243,29503,30243
15,37371,36671,37371
5,38876,37686,76
13,38697,37537,27792
59,34548,33518,15337
99,31176,30066,31176
65,35009,34259,35009
18,40063,39293,40063
TotalTime,42100
Throughput,"0,0023752969"
AvgTurnaroundTime,"14104,39"
AvgWaitTime,"13686,25"
AvgResponseTime,"8021,56"
