1,119,29,119
10,87,77,87
11,130,50,130
12,234,144,234
14,253,143,112
13,309,169,309
17,90,40,90
18,224,124,224
21,88,8,88
15,776,556,776
9,1647,1327,251
25,194,104,194
29,70,40,70
33,96,6,96
32,261,51,160
34,82,72,82
42,68,58,68
41,443,233,443
39,812,522,18
35,1530,1410,1530
55,74,24,74
49,653,523,653
58,210,130,210
64,114,54,114
67,331,91,90
66,830,660,830
77,49,19,49
71,889,799,889
80,202,32,41
82,58,28,58
53,3140,2960,3140
79,608,417,105
87,517,387,65
54,3862,3762,3862
95,553,452,552
99,416,136,416
74,3447,3307,15
78,3468,3348,3468
73,4075,3925,52
85,3351,2930,182
48,7223,6813,99
91,3773,3603,84
45,8544,8384,97
6,12427,12137,61
97,3780,3460,123
59,7733,7283,522
56,8302,7862,8302
26,12162,11962,12162
63,8702,8502,8702
31,12134,11854,12134
69,9223,8933,683
8,15331,14821,32
19,14784,14404,14784
37,13125,12735,158
47,12206,11856,12206
83,9023,8383,8822
86,9091,8810,9090
89,9537,9137,3850
92,9440,8860,3072
93,9522,9152,9522
81,10881,10681,10881
60,13566,13336,13566
27,17180,16980,17180
20,18136,17636,18136
5,19934,19334,2289
72,13541,12861,13541
22,18933,18233,14328
36,17817,17277,124
70,16127,15737,48
68,16466,15786,116
4,23254,22624,15146
57,18415,17705,130
38,20456,20096,83
3,24317,23707,45
2,24745,24053,10
88,16492,16081,16491
94,16105,15465,526
44,21816,21226,6137
75,19086,18776,47
51,22739,22239,22739
7,27544,26914,1732
98,18968,18468,18967
61,23443,22903,35
16,28363,27573,28363
65,23775,23105,23775
28,28708,27698,12694
76,24342,23382,24342
0,32249,31227,2804
96,23286,22275,23285
46,29249,28439,22646
52,29275,27995,22472
23,32541,31471,31040
62,29345,28385,56
84,27611,26990,2727
50,31384,30464,411
40,32822,32312,94
24,34878,34338,34878
90,29046,28535,29045
43,34188,33428,34188
30,36046,34956,121
TotalTime:39047
Throughput:0,0025610162
AvgTurnaroundTime:11774,91
AvgWaitTime:11387,89
AvgResponseTime:5896,89
