ID,TurnaroundTime,WaitingTime,ResponseTime
0,168,18,168
1,520,163,11
4,319,289,319
6,104,74,104
9,213,103,213
12,100,20,100
15,239,129,39
10,776,426,776
18,453,353,30
20,984,614,140
26,481,300,480
16,2013,1742,233
36,156,35,75
48,161,81,161
44,802,582,149
53,25,15,25
49,597,497,597
54,83,3,83
55,142,42,142
60,670,570,670
59,881,651,881
61,1048,918,34
72,652,542,652
38,4238,4028,191
83,126,36,126
82,587,397,587
86,99,89,99
63,2398,2198,2398
93,33,13,23
94,135,55,135
96,53,43,53
27,7566,7386,7566
98,701,461,701
22,8301,8151,8301
51,6078,5768,6078
52,6425,5945,593
62,5749,5319,319
73,4857,4647,90
65,5701,5441,11
23,10323,10153,10323
79,4938,4778,113
88,4426,4036,4185
80,5464,5334,108
39,9525,9324,222
95,4255,4055,225
45,9468,9338,9468
25,11511,11130,11510
37,10386,9995,260
5,14072,13732,198
50,9695,9215,94
34,12358,11947,98
68,10098,9598,92
78,10137,9647,9937
77,10455,10145,21
75,11235,11035,11235
42,15308,15107,15307
14,18278,18048,18278
33,16599,16128,113
97,10342,9632,74
87,11541,11261,170
43,16236,15726,14835
74,13355,12955,13355
17,19331,18731,6646
46,16825,16284,345
67,15581,15161,15581
19,20751,20261,15
29,20028,19628,1083
58,18408,17998,81
30,21575,20964,11764
56,19227,18777,19227
66,18934,18604,39
91,16660,15790,16660
89,17385,17075,29
64,20751,19921,5694
13,26334,25864,93
41,23762,23221,124
69,21345,20955,260
99,18872,18422,90
3,28911,27701,24809
28,27001,26000,125
7,29710,28879,22504
90,22883,21743,9474
84,24074,23564,24074
57,27019,26159,17613
92,24173,22813,75
47,29193,28283,16986
71,27339,26829,32
35,31914,30393,8312
21,33612,32862,4713
76,28690,28190,28690
70,29837,28907,10223
31,34167,33366,130
2,37779,37269,27
85,29775,28465,22772
8,37984,36974,21075
81,31266,30716,31266
11,38632,38002,55
32,37059,36558,37058
40,36772,35912,59
24,38875,38105,38875
TotalTime,41501
Throughput,"0,0024095805"
AvgTurnaroundTime,"13170,73"
AvgWaitTime,"12758,09"
AvgResponseTime,"5502,52"
