0,1051,1,500
1,1240,890,979
2,1332,1222,1231
3,1944,1224,1303
4,2060,1880,1970
5,2064,1974,2064
7,3207,1877,1906
6,3716,3206,3405
10,3619,3539,3619
9,3630,3580,3630
8,4635,3605,3905
11,5238,4628,4638
12,5694,5094,5104
13,5912,5532,5622
15,5989,5799,5889
14,6091,5871,5991
16,6845,6065,6564
17,7192,6782,6791
18,7365,7055,7065
19,8059,7149,7448
20,8156,7956,8035
22,8562,8142,8261
21,8885,8485,8684
24,9031,8681,8800
23,10160,8990,9489
27,10383,9953,9982
26,10913,10363,10662
25,11190,10880,11080
29,11328,10958,11037
28,11936,11306,11405
30,12033,11873,11973
31,12859,11869,11958
32,13188,12858,13157
33,13842,13052,13101
34,13870,13670,13870
35,14094,13864,13894
36,14662,13971,13980
37,15406,14656,14956
38,15892,15282,15312
39,16131,15761,15840
41,16751,15901,15951
40,17046,16746,17046
42,17408,16908,17028
45,17410,17220,17310
43,17753,17363,17452
46,19023,17743,18242
44,19689,18979,19058
47,19634,19524,19623
48,19705,19625,19705
49,20123,19413,19913
TotalTime:25243
Throughput:0,0019807471
AvgTurnaroundTime:10278,92
AvgWaitTime:9779,30
AvgResponseTime:9928,56
