0,221,201,211
1,1222,12,201
2,1257,1157,1257
5,1612,1081,1089
4,2485,1575,1774
3,2493,2443,2493
6,2808,2458,2507
7,3752,2681,2730
8,3697,3677,3687
10,4356,3476,3975
9,4332,4252,4282
12,4322,4232,4322
11,4609,4309,4429
13,4827,4477,4577
14,5480,4810,5310
15,6324,5233,5733
17,6814,6234,6333
16,7929,6778,6877
18,8018,7718,8018
19,8255,7995,8075
20,8254,8073,8153
22,8365,8174,8183
21,8726,8346,8645
23,9060,8719,8918
24,9749,8748,9247
25,9742,9732,9742
26,10339,9648,9947
28,10202,10161,10171
27,10244,10143,10243
29,10222,10212,10222
30,10214,10124,10204
32,11364,10063,10161
31,11501,11280,11380
33,11746,11426,11435
34,12245,11664,11713
35,12172,12052,12172
38,12563,12043,12052
36,13088,12517,12636
37,13444,13024,13144
39,13576,13286,13335
41,13824,13534,13733
40,14388,13768,14268
42,14272,14162,14191
43,14173,14163,14173
44,14624,14164,14173
46,14635,14555,14635
45,14562,14542,14552
47,14703,14433,14483
48,14772,14612,14711
49,15223,14563,14652
TotalTime:20361
Throughput:0,0024556751
AvgTurnaroundTime:8936,10
AvgWaitTime:8534,60
AvgResponseTime:8663,08
