ID,TurnaroundTime,WaitingTime,ResponseTime
0,1340,2,501
1,1751,1171,1250
2,2157,1647,1657
4,2262,2142,2262
3,3257,2207,2707
6,3455,3175,3375
5,3794,3294,3794
7,3670,3590,3670
8,3848,3668,3717
9,3967,3817,3867
12,4233,3793,3892
11,4506,4226,4425
10,4707,4487,4577
13,4655,4455,4465
14,4773,4503,4553
15,5054,4704,4753
17,5912,5011,5110
18,6106,5826,5905
16,6208,6098,6178
20,6403,6052,6151
19,6428,6398,6428
22,6898,6067,6266
21,6928,6877,6927
23,6982,6781,6981
24,7742,6881,6930
26,8064,7663,7862
25,8603,8053,8352
28,9007,8426,8456
27,9016,8936,9016
29,9313,8892,9012
30,9764,9154,9453
32,10123,9713,9813
31,11018,10117,10616
34,11150,10849,11049
33,11667,11117,11167
35,11906,11605,11905
36,12819,11788,12287
38,13136,12666,12785
37,13775,13034,13234
39,14281,13680,13980
40,14243,14122,14242
41,14696,14176,14275
44,14606,14516,14596
42,14681,14601,14681
43,15297,14577,14697
45,16000,15270,15389
46,16503,15763,15852
47,16416,16366,16416
49,16650,16359,16449
48,16812,16612,16812
TotalTime,21874
Throughput,"0,0022858188"
AvgTurnaroundTime,"8731,64"
AvgWaitTime,"8298,54"
AvgResponseTime,"8454,74"
