ID,TurnaroundTime,WaitingTime,ResponseTime
0,462,3,101
1,679,179,679
2,1022,632,661
3,1195,905,984
6,1896,1086,1285
4,2676,1856,1955
5,3365,2555,3054
7,3793,3173,3182
8,4706,3676,3875
9,5478,4698,4748
10,5889,5309,5389
12,5937,5817,5937
11,6636,5876,6375
13,6586,6576,6586
14,6935,6475,6775
15,7753,6903,7202
16,8034,7704,7824
17,8005,7715,7794
18,8695,7925,8224
20,9242,8662,8761
19,10142,9212,9241
21,10786,10136,10165
23,10876,10566,10665
22,11167,10767,10886
25,11127,11097,11127
24,11211,11111,11121
26,11303,11023,11103
27,11907,11277,11286
28,12239,11739,12239
29,13625,12195,12244
30,13642,13402,13522
31,14152,13572,13621
33,14063,13943,14063
32,14249,14049,14249
34,14965,14115,14125
35,15693,14943,14973
36,15946,15636,15645
37,16658,15648,15947
38,16775,16605,16695
39,16925,16705,16755
40,17060,16830,16920
42,17261,17051,17251
41,17534,17144,17193
43,17586,17346,17545
44,17501,17441,17451
45,17561,17401,17481
46,17784,17534,17584
47,18435,17745,18245
48,18822,18392,18592
49,19270,18590,18890
TotalTime,24398
Throughput,"0,0020493483"
AvgTurnaroundTime,"10904,98"
AvgWaitTime,"10418,80"
AvgResponseTime,"10564,30"
