0,223,1,201
1,348,58,157
2,1268,238,327
3,1519,1169,1219
5,1949,1439,1447
4,2682,1932,1982
6,2942,2522,2531
7,2814,2724,2804
9,2811,2801,2811
8,2829,2669,2719
10,3568,2768,2868
11,3586,3546,3576
12,3803,3523,3603
14,3606,3506,3556
13,4088,3518,3607
15,4177,4057,4177
17,4334,4064,4073
16,4415,4275,4364
18,4564,4384,4474
19,4592,4292,4592
20,5824,4434,4933
23,6789,5709,6008
21,8309,6789,6888
22,8993,8253,8552
25,9357,8867,8946
24,9702,9282,9482
27,9576,9536,9565
26,10068,9558,9858
28,10123,10033,10123
29,10158,9988,10078
32,10751,9921,10019
30,10949,10749,10949
31,11136,10836,11136
33,11374,11104,11193
35,11263,11253,11263
34,12055,11245,11364
37,11904,11854,11904
36,11792,11782,11792
38,11977,11637,11757
39,12031,11941,12031
40,12367,11927,12126
43,12135,12125,12135
41,12434,12124,12323
44,12863,12423,12542
42,13104,12804,13104
45,13437,12837,12926
47,14532,13382,13431
46,15142,14442,14741
48,15351,15051,15080
49,15730,15220,15299
TotalTime:20838
Throughput:0,0023994625
AvgTurnaroundTime:8026,88
AvgWaitTime:7611,84
AvgResponseTime:7732,72
