0,934,1,301
2,1389,769,857
1,1830,1350,1379
4,1739,1609,1658
3,2117,1717,1816
5,2670,1960,1989
8,2916,2566,2654
7,3688,2888,2897
6,3837,3657,3757
10,3891,3721,3771
9,4041,3851,3950
11,4397,3887,4387
12,4744,4374,4474
13,4679,4469,4479
14,5263,4633,4712
15,5622,5102,5181
17,6144,5524,5644
16,6427,6127,6427
20,6794,6204,6293
18,6774,6764,6774
19,7251,6681,6980
21,7302,7202,7302
22,7594,7114,7313
23,7979,7529,7559
25,8355,7845,7855
24,8646,8326,8335
26,9573,8443,8942
27,9926,9566,9575
29,9970,9790,9870
28,10528,9918,10017
30,10459,10399,10429
32,10971,10391,10891
31,10862,10852,10862
33,11147,10687,10767
34,11939,11039,11539
35,12136,11836,12136
37,12778,12038,12157
36,13162,12732,12851
38,13173,13053,13082
39,13752,13152,13162
40,13973,13663,13673
41,14126,13926,14126
43,14143,13943,14143
42,15101,14051,14251
45,15137,15037,15137
44,15184,15084,15094
46,16466,15106,15405
47,16532,16272,16471
48,17181,16421,16470
49,17159,16929,17009
TotalTime:22352
Throughput:0,0022369363
AvgTurnaroundTime:8848,02
AvgWaitTime:8403,96
AvgResponseTime:8536,06
