ID,TurnaroundTime,WaitingTime,ResponseTime
0,100,1,91
1,263,63,72
2,193,93,193
3,264,4,84
4,478,148,158
5,539,399,428
6,1406,396,405
9,1488,1328,1337
7,1542,1452,1462
8,2687,1447,1536
10,2583,2473,2522
11,3148,2548,2648
14,3050,3000,3050
13,3538,3038,3538
12,4674,3534,3633
15,4872,4582,4671
17,4850,4660,4669
16,5260,4750,4760
19,5255,5235,5245
18,5984,5204,5403
20,6141,5871,5900
21,5942,5922,5931
23,6189,5799,5889
22,6212,6162,6212
24,7285,5985,6485
25,7662,7202,7251
27,7753,7653,7663
26,8435,7725,8224
28,8698,8258,8287
29,8823,8573,8582
31,9278,8768,8857
32,10018,9218,9518
30,11003,9973,10272
33,11579,10929,11429
34,11595,11375,11495
35,12264,11574,11653
36,12530,12060,12139
37,12992,12352,12401
38,13269,12879,12888
39,13369,13169,13369
40,13720,13300,13399
42,14213,13613,14113
41,14713,14213,14412
43,14612,14562,14612
44,14835,14555,14755
47,15327,14677,14707
45,15483,15303,15403
46,15812,15411,15611
48,15996,15686,15696
49,15924,15794,15804
TotalTime,21082
Throughput,"0,0023716915"
AvgTurnaroundTime,"7876,92"
AvgWaitTime,"7458,32"
AvgResponseTime,"7577,24"
